@relation 'FinalSampleData-weka.filters.unsupervised.attribute.Remove-R2-3,6-7,14,16-19,21-22,24-25,28_predicted'

@attribute NMF numeric
@attribute LC numeric
@attribute LC_1 numeric
@attribute NAD numeric
@attribute ' NUC' numeric
@attribute ' AGE' numeric
@attribute ' NMS' numeric
@attribute ' NMD' numeric
@attribute ' Entropy ' numeric
@attribute NDVE numeric
@attribute CFC numeric
@attribute NCC numeric
@attribute NFC numeric
@attribute predicteda2a numeric
@attribute a2a numeric

@data
1,11,11,1,13,729,1,1,0,6,?,?,?,99.961753,100
1,2,28,0,3,1612,1,1,0,3,?,?,?,99.882314,100
3,7,97,1,47,0,1,1,0.653539,1,18,400,4,99.573177,100
0,0,0,0,0,0,0,0,0,0,1,158,1,99.88522,100
1,0,4,0,12,530,1,1,0,10,?,?,?,99.971377,100
0,0,0,0,0,0,0,0,0,0,29,1238,8,99.888389,100
0,0,0,0,0,0,0,0,0,0,?,?,?,99.859594,100
4,149,153,2,64,438,1,2,1.226208,5,?,?,?,98.629067,99.869622
1,5,7,0,20,4069,1,1,0,5,?,?,?,99.927554,100
1,2,12,0,5,0,1,1,0,3,?,?,?,99.95831,100
0,0,0,0,0,0,0,0,0,0,?,?,?,99.859594,100
0,0,0,0,0,0,0,0,0,0,0,32,0,99.886122,100
0,0,0,0,0,0,0,0,0,0,6,110,4,99.888099,100
0,0,0,0,0,0,0,0,0,0,0,0,0,99.84862,100
0,0,0,0,0,0,0,0,0,0,?,?,?,99.859594,100
0,0,0,0,0,0,0,0,0,0,11,775,9,99.888484,100
5,48,210,0,4,298,1,1,1.427413,3,0,0,0,99.368312,98.991935
32,19,331,0,6,897,1,3,3.519416,3,42,2547,28,98.998622,100
0,0,0,0,0,0,0,0,0,0,?,?,?,99.859594,100
0,0,0,0,0,0,0,0,0,0,8,321,2,99.888049,100
2,113,119,1,37,63,1,2,0.522559,1,0,0,0,99.812374,99.838319
0,0,0,0,0,0,0,0,0,0,0,0,0,99.84862,100
0,0,0,0,0,0,0,0,0,0,0,0,0,99.84862,100
0,0,0,0,0,0,0,0,0,0,0,0,0,99.84862,100
1,4,4,1,2,513,1,1,0,1,?,?,?,99.952957,100
0,0,0,0,0,0,0,0,0,0,?,?,?,99.859594,100
5,1,31,0,6,20,1,2,1.962103,2,0,0,0,99.929257,100
1,17,29,0,4,233,1,1,0,4,?,?,?,99.798479,100
0,0,0,0,0,0,0,0,0,0,?,?,?,99.859594,100
0,0,0,0,0,0,0,0,0,0,56,983,8,99.888389,100
0,0,0,0,0,0,0,0,0,0,?,?,?,99.859594,100
0,0,0,0,0,0,0,0,0,0,?,?,?,99.859594,100
4,12,46,0,2,63,1,2,0.748953,2,17,226,0,99.952012,100
0,0,0,0,0,0,0,0,0,0,9,494,7,99.888478,100
8,505,629,1,24,458,1,3,1.695472,2,14,534,6,97.693765,98.375242
1,3,3,1,31,864,1,1,0,15,?,?,?,99.966001,100
0,0,0,0,0,0,0,0,0,0,?,?,?,99.859594,100
0,0,0,0,0,0,0,0,0,0,0,24,0,99.885807,100
1,3,5,0,22,5,1,1,0,4,2,45,0,99.963965,100
2,26,44,0,12,174,1,1,0.94566,9,?,?,?,99.606453,99.975586
2,0,8,0,47,506,1,1,1,18,?,?,?,99.931262,100
1,0,2,0,13,2,1,1,0,11,?,?,?,99.951426,100
1,19,23,0,13,799,1,1,0,9,?,?,?,99.953146,100
0,0,0,0,0,0,0,0,0,0,2,85,1,99.887307,100
7,1,43,0,20,347,1,3,2.240965,5,?,?,?,99.801806,100
0,0,0,0,0,0,0,0,0,0,2,65,1,99.887307,100
0,0,0,0,0,0,0,0,0,0,?,?,?,99.859594,100
1,16,398,0,3,58,1,1,0,2,1,50,1,99.854191,100
0,0,0,0,0,0,0,0,0,0,8,708,4,99.888478,100
0,0,0,0,0,0,0,0,0,0,1,31,1,99.24446,96.524064
0,0,0,0,0,0,0,0,0,0,2,166,1,97.74921,93.580247
8,2130,3246,5,6,9,1,1,2.347506,1,1,127,1,96.703315,96.688742
33,472,9606,4,8,146,1,6,3.514247,1,0,0,0,95.030888,94.939271
2,194,194,2,1,0,1,1,0.995088,1,13,396,9,97.444379,97.880539
36,99,809,3,10,125,1,6,4.29191,1,0,0,0,94.938001,94.708995
15,6,14598,0,12,6,1,4,3.613391,4,0,0,0,93.991832,93.031359
16,23,14649,0,1,0,1,4,3.634255,1,146,7257,58,93.850751,93.031359
16,23,14649,0,12,3,1,4,3.634255,4,0,6,0,93.668616,93.031359
42,2645,2645,42,1,0,1,6,5.1162,1,34,2005,26,85.447038,82.290076
84,2778,11600,44,1,0,1,14,4.706921,1,627,11228,627,81.246929,79.22272
85,3041,12149,42,14,80,1,14,4.754864,2,0,0,0,83.42606,79.22272
150,0,0,150,1,0,2,17,0,1,0,0,0,35.988307,29.12154
93,0,0,93,1,0,1,9,0,1,0,0,0,54.659337,58.106638
150,0,0,150,1,0,1,17,0,1,0,0,0,38.133575,28.365385
93,0,0,93,1,0,1,9,0,1,0,0,0,54.659337,48.894668
93,0,0,93,1,0,1,9,0,1,0,0,0,54.659337,51.805729
15,0,0,15,1,0,1,2,0,1,0,15,1,93.609459,92.555831
15,0,0,15,1,0,1,2,0,1,0,0,0,93.381548,92.947103
42,0,0,42,1,0,1,6,0,1,0,95,0,80.936664,77.966102
42,0,0,42,1,0,1,6,0,1,10,762,4,79.579526,75.414013
152,510,1844,2,2,0,1,17,5.665497,1,2,244,4,92.179865,96.658416
15,525,1387,7,8,66,1,7,3.322471,1,0,0,0,97.225881,97.738693
39,40,234,11,11,54,1,8,4.512997,3,0,0,0,96.10586,96.702002
19,174,364,2,13,42,1,3,3.294085,3,0,78,0,97.507526,96.927651
32,959,2793,9,11,70,1,9,3.707174,3,0,0,0,93.380368,91.423186
20,96,388,4,16,61,1,6,3.191486,2,0,0,0,95.317847,94.074074
10,1410,1434,6,13,6,1,4,2.43708,1,2,78,1,95.479145,95.82876
297,11447,54151,125,2,0,2,30,7.554943,1,6,245,5,32.953803,21.437908
2,78,88,1,9,68,1,2,0.811278,1,52,2429,27,96.903508,97.326203
5,130,142,2,20,99,1,2,1.372473,4,20,1205,12,90.993872,89.337474
5,130,142,1,19,86,1,2,1.372473,4,35,1758,5,91.244351,89.337474
7,135,149,3,20,113,1,4,1.62197,3,0,0,0,92.767659,89.337474
4,95,99,2,10,76,1,2,1.051376,1,0,2,0,96.915781,96.26352
4,121,129,2,6,122,1,3,0.97511,1,10,690,5,92.02978,88.240828
3,81,97,1,6,68,1,2,1.066264,2,0,12,0,94.672153,93.188011
86,1477,3671,33,17,212,1,11,5.520306,3,14,494,6,80.693183,76.153846
4,62,76,1,21,36,1,4,0.953468,3,113,4418,96,93.250358,90.445168
4,209,247,1,18,30,1,2,1.134325,1,0,0,0,97.397821,96.937799
33,6779,6779,33,1,0,1,6,4.607619,1,32,1543,19,92.564235,92.753623
3,184,222,0,25,55,1,3,1.283838,3,1,18,0,97.279894,96.117424
12,1578,1580,11,23,3,1,3,2.914359,1,0,0,0,91.738394,88.582303
4,161,191,3,7,139,1,3,1.646756,1,0,0,0,97.161467,96.966994
16,1184,1564,6,19,36,1,4,3.2501,1,0,15,0,95.678477,96.036036
176,10351,17785,78,19,8,1,27,6.535319,3,254,9737,74,72.690406,69.479882
1,2,4,0,6,63,1,1,0,3,2,59,1,98.706408,95.373377
7,321,809,3,14,100,1,5,2.570973,1,29,937,10,95.34146,94.976077
5,139,245,1,8,258,1,5,1.790011,1,0,5,0,96.999761,97.155172
16,558,1454,3,5,74,1,4,3.014309,2,2,96,2,94.054422,92.850838
21,2126,2126,21,1,0,1,4,4.138756,1,2,97,1,95.385599,95.242537
15,1656,1992,5,7,101,1,4,2.102093,2,11,264,3,94.083541,92.947103
4,72,82,1,27,340,1,3,0.787949,3,4,138,2,96.491843,96.29045
20,1063,2509,4,8,90,1,5,3.162661,3,8,537,3,94.349213,94.207096
15,187,227,4,28,298,1,5,3.453836,3,5,220,2,94.595879,93.098782
183,10418,17840,74,25,26,1,28,6.395134,0,21,1338,15,82.526358,82.887324
5,251,265,2,20,716,1,2,1.409418,1,17,494,8,96.885833,96.831245
184,10138,18238,65,31,196,1,28,6.418638,1,4,234,3,83.846211,82.661005
184,10138,18192,83,25,49,1,28,6.419765,0,11,255,2,82.652025,82.661005
42,193,925,4,30,311,1,6,4.850989,3,9,556,9,92.282532,92.010652
42,193,921,2,29,101,1,6,4.843362,3,5,139,3,92.066656,92.010652
42,193,925,4,30,311,1,6,4.850989,3,40,2721,26,92.102759,92.010652
42,193,921,2,29,101,1,6,4.843362,3,152,7998,92,92.356905,92.010652
42,193,925,4,30,311,1,6,4.850989,3,130,6571,81,91.988643,92.010652
42,193,921,2,29,101,1,6,4.843362,3,8,379,5,92.096794,92.010652
42,193,925,4,30,311,1,6,4.850989,3,35,1018,22,92.17977,92.010652
42,193,921,2,29,101,1,6,4.843362,3,1,86,1,92.091072,92.010652
42,193,925,4,30,311,1,6,4.850989,3,1,55,2,92.119315,92.010652
42,193,921,2,29,101,1,6,4.843362,3,2,110,1,92.090045,92.010652
42,193,925,4,30,311,1,6,4.850989,3,6,221,3,92.038368,92.010652
42,193,921,2,29,101,1,6,4.843362,3,0,0,0,92.399226,92.010652
43,198,932,4,30,287,1,7,4.881878,3,9,18,2,92.747382,92.010652
42,193,921,2,29,125,1,6,4.843362,3,4,408,4,92.061118,92.010652
43,189,973,4,30,277,1,6,4.895232,3,16,311,5,93.069302,92.010652
42,193,921,2,29,125,1,6,4.843362,3,2,13,0,92.204711,92.010652
44,392,1304,5,30,272,1,7,4.594687,3,3,404,3,95.130994,94.650499
43,192,934,2,29,124,1,6,4.881723,3,0,0,0,94.602177,94.871795
46,232,1006,6,30,272,1,7,4.977315,3,19,1384,13,94.56692,94.871795
43,192,936,2,29,126,1,6,4.882995,3,0,14,0,94.507639,94.871795
43,192,940,4,30,275,1,6,4.89043,3,37,1351,5,94.307747,94.871795
43,192,936,2,29,126,1,6,4.882995,3,0,0,0,94.633924,94.871795
45,405,1169,5,30,262,1,7,4.762599,3,29,857,14,95.095275,94.736842
44,388,1132,3,29,120,1,6,4.702378,3,0,14,0,95.173517,94.736842
46,374,1144,5,30,254,1,7,4.804779,3,4,411,2,95.157696,94.897236
45,188,960,2,29,118,1,6,4.954078,3,10,719,8,94.919207,95.046001
45,188,964,4,30,260,1,6,4.961184,3,8,330,5,94.822129,95.046001
45,188,960,2,29,118,1,6,4.954078,3,69,5695,29,94.660844,95.046001
46,189,971,4,30,254,1,6,4.987081,3,8,685,7,94.750269,95.046001
45,188,960,2,29,118,1,6,4.954078,3,8,412,7,94.894993,95.046001
45,188,964,4,30,260,1,6,4.961184,3,3,71,0,94.868253,95.046001
45,188,960,2,29,118,1,6,4.954078,3,2,119,2,94.697674,95.046001
50,243,1045,7,30,249,1,7,5.044302,3,0,675,0,95.298873,95.046001
45,217,969,2,29,115,1,6,4.954398,3,34,1729,11,94.717937,95.046001
46,258,1038,4,32,256,1,6,4.988562,3,662,33936,307,94.608228,95.046001
45,217,969,2,29,115,1,6,4.954398,3,0,0,0,94.817513,95.046001
45,217,973,4,30,260,1,6,4.961492,3,4,497,2,94.532012,95.046001
3,78,132,0,20,90,1,2,0.886773,1,481,16436,122,94.895846,93.819444
45,218,1002,2,29,114,1,6,4.98188,3,5,148,2,92.762754,92.607261
45,218,1006,4,30,260,1,6,4.988824,3,49,3284,21,93.228345,92.607261
45,218,1002,2,29,114,1,6,4.98188,3,0,26,0,92.987282,92.607261
2,60,64,0,17,0,1,2,0.954434,3,2,40,1,95.251106,92.941953
46,212,1012,2,29,110,1,7,4.99499,3,2,432,2,92.896395,92.607261
64,831,3581,8,30,223,1,7,4.993848,3,0,0,0,92.338669,91.288161
1,36,70,0,2,161,1,1,0,2,12,13541,14,95.479503,90.611028
9,489,729,3,32,106,1,2,2.811781,1,2,513,1,92.698454,90.451517
91,2862,7090,10,32,113,1,10,5.363451,0,3,579,2,90.636654,90.47619
92,2858,7114,20,35,236,1,11,5.381392,1,1,65,1,91.07024,90.47619
25,1405,1673,12,30,131,1,4,3.996221,2,9,517,3,92.843599,90.606061
107,4272,8746,20,32,96,1,10,5.716782,0,0,2,0,88.615084,88.162423
108,4234,8760,30,35,215,1,11,5.728487,1,0,0,0,88.189064,88.162423
108,4019,9017,22,32,104,1,10,5.743039,0,3,119,0,88.416808,88.00827
109,4230,8864,30,35,212,1,11,5.736761,1,0,0,0,88.191937,88.093599
108,4268,8850,21,32,104,1,10,5.725168,0,7,900,7,88.199984,88.093599
109,4260,8902,30,35,212,1,11,5.735402,1,0,0,0,88.183051,88.093599
109,4299,8923,21,32,111,1,10,5.719486,0,0,22,0,88.18658,88.093599
110,4244,8922,30,37,214,1,11,5.735292,1,6,382,2,88.309949,88.093599
112,4356,9238,21,32,108,1,11,5.787109,0,0,0,0,88.152199,88.093599
113,4441,9603,30,40,204,1,12,5.815187,1,0,342,0,88.287074,88.66297
1,236,236,1,2,83,1,1,0,2,3,79,1,98.0774,97.165992
20,553,969,3,41,138,1,4,2.541007,1,8,251,3,95.897653,95.597484
2,133,133,2,1,0,1,1,0.99898,1,0,0,0,96.599473,94.459989
70,74,2424,4,34,307,1,4,5.5563,3,15,707,10,94.469508,94.459989
70,74,2424,2,35,324,1,4,5.5563,3,4,283,3,94.425836,94.459989
70,74,2424,4,34,307,1,4,5.5563,3,0,0,0,94.593184,94.459989
70,74,2424,2,35,324,1,4,5.5563,3,0,31,0,94.503381,94.459989
82,35,2921,6,39,355,1,7,5.795876,3,2,194,2,94.179411,94.261838
73,144,2642,5,40,317,1,5,5.59904,3,6,103,0,94.439962,94.261838
73,144,2642,5,39,290,1,5,5.59904,3,0,0,0,94.506335,94.261838
73,144,2642,5,40,317,1,5,5.59904,3,5,295,5,94.389997,94.261838
74,144,2644,5,39,288,1,6,5.603739,3,1,10,1,94.312569,94.261838
74,158,2664,5,40,315,1,6,5.618991,3,4,128,1,94.339369,94.261838
74,144,2644,5,39,274,1,6,5.603739,3,0,0,0,94.399329,94.261838
74,144,2644,5,40,315,1,6,5.603739,3,2,55,0,94.348103,94.261838
74,144,2644,5,39,274,1,6,5.603739,3,11,295,5,94.3967,94.261838
74,144,2644,5,40,315,1,6,5.603739,3,9,770,4,94.35651,94.261838
74,144,2644,5,39,274,1,6,5.603739,3,1,84,1,94.315742,94.261838
74,144,2644,5,40,315,1,6,5.603739,3,34,967,15,94.360941,94.261838
74,144,2644,5,39,274,1,6,5.603739,3,1,14,1,94.34038,94.261838
90,646,3184,8,40,385,1,7,5.766677,3,2,274,1,92.664485,92.663657
90,646,3184,6,39,369,1,7,5.766677,3,2,179,2,92.747272,92.663657
95,662,3246,8,41,370,1,7,5.813558,3,30,1377,26,92.61926,92.663657
95,662,3246,6,40,346,1,7,5.813558,3,5,197,1,92.658977,92.663657
90,654,3172,8,40,386,1,7,5.762625,3,1,27,1,92.632629,92.663657
90,654,3172,6,39,374,1,7,5.762625,3,17,1615,12,92.721152,92.663657
98,1047,3619,12,40,374,1,10,5.825822,3,0,19,0,92.066744,92.307692
2,243,243,2,1,0,1,2,0.914126,1,0,0,0,96.908415,95.631327
34,3220,3220,34,1,0,1,3,4.541919,1,0,108,1,96.15565,96.185148
142,4761,7403,41,48,243,1,16,6.330164,1,0,17,0,87.980751,88.128342
142,4758,7400,51,49,295,1,16,6.330685,2,2,33,0,88.309493,88.128342
156,6133,8827,44,48,231,1,18,6.254825,1,9,511,3,87.81401,87.965921
156,6133,8827,58,49,281,1,18,6.254825,2,0,10,0,87.982891,87.965921
156,6133,8827,44,48,231,1,18,6.254825,1,1,91,1,87.871763,87.965921
156,6133,8827,58,49,281,1,18,6.254825,2,1,42,1,87.982891,87.965921
160,5830,9174,45,49,228,1,18,6.287515,1,2,147,2,87.977829,87.87234
157,6132,8832,58,50,280,1,18,6.257741,2,0,0,0,88.033062,87.991498
158,6183,8889,44,49,230,1,18,6.267561,1,0,1280,0,87.924857,87.991498
179,7123,10359,67,50,274,1,24,6.483105,2,0,0,0,87.029032,86.635677
178,7072,10370,53,49,225,1,24,6.467878,1,0,0,0,86.927207,86.635677
178,7072,10300,67,50,273,1,24,6.474488,2,4,41,2,87.064065,86.635677
57,1639,4129,17,51,354,1,6,3.638941,3,0,0,0,93.561597,92.992048
149,18913,18913,149,1,0,1,37,6.67689,1,0,0,0,67.373544,79.337152
361,27624,33336,209,49,92,1,62,7.560094,1,0,2,0,72.224288,72.364143
363,27626,33294,230,51,149,1,63,7.563574,2,0,0,0,72.226186,72.345446
363,27622,33368,209,49,93,1,63,7.564046,1,7,315,6,72.223593,72.345446
363,27629,33299,230,51,150,1,63,7.563588,2,0,22,0,72.226186,72.345446
363,27626,33352,209,49,94,1,63,7.562834,1,2,50,1,72.224288,72.397551
363,27641,33307,230,51,149,1,63,7.563293,2,4,175,3,72.226186,72.397551
363,27717,33487,209,49,93,1,63,7.567129,1,12,514,8,72.223593,72.397551
363,27717,33427,229,51,147,1,63,7.567527,2,0,31,0,72.226186,72.397551
363,27717,33487,209,49,93,1,63,7.567129,1,10,421,7,72.223593,72.397551
364,27773,33489,228,51,151,1,63,7.573231,2,10,926,2,72.226186,72.397551
364,27711,33517,209,49,101,1,63,7.570919,1,1,88,1,72.224288,72.397551
364,27782,33562,228,51,150,1,63,7.576861,2,0,0,0,72.226186,72.397551
364,27709,33529,209,49,106,1,63,7.571249,1,0,0,0,72.224288,72.397551
364,27720,33480,228,51,150,1,63,7.57168,2,0,0,0,72.226186,72.397551
364,27725,33545,208,49,105,1,63,7.57109,1,0,56,0,72.778521,72.397551
364,27725,33485,228,51,150,1,63,7.57149,2,7,1211,1,72.226186,72.397551
364,27727,33547,209,49,100,1,63,7.571139,1,1,173,1,72.224288,72.397551
364,27727,33487,228,51,149,1,63,7.571538,2,0,0,0,72.226186,72.397551
364,27727,33547,209,49,100,1,63,7.571139,1,3,562,3,72.224288,72.397551
364,27727,33487,228,51,149,1,63,7.571538,2,2,92,1,72.226186,72.397551
364,27727,33547,209,49,100,1,63,7.571139,1,6,170,7,72.223593,72.397551
364,27769,33757,228,51,149,1,63,7.575678,2,6,362,2,72.226186,72.397551
364,27726,33544,209,49,99,1,63,7.571097,1,15,556,5,72.223593,72.397551
364,27726,33484,228,51,149,1,63,7.571497,2,8,130,8,72.226186,72.397551
364,27726,33544,209,49,99,1,63,7.571097,1,0,0,0,72.224288,72.397551
364,27726,33494,228,51,147,1,63,7.57234,2,6,974,2,72.226186,72.397551
364,27726,33554,209,49,98,1,63,7.57194,1,17,585,15,72.223593,72.397551
364,27726,33494,228,51,147,1,63,7.57234,2,12,518,6,72.226186,72.397551
364,27726,33554,209,49,98,1,63,7.57194,1,2,117,1,72.224288,72.397551
364,27773,33551,228,51,147,1,63,7.57431,2,6,172,6,72.226186,72.397551
364,27773,33601,209,49,97,1,63,7.572609,1,2,172,2,72.224288,72.397551
367,27773,33553,228,51,152,1,64,7.574798,2,0,0,0,72.226186,72.397551
367,27773,33613,209,49,99,1,64,7.574399,1,0,0,0,72.224288,72.397551
367,27773,33553,228,51,152,1,64,7.574798,2,8,268,3,72.226186,72.397551
371,28071,35179,208,49,99,1,64,7.581974,1,4,185,1,72.949944,73.049977
371,28071,35111,229,51,153,1,64,7.582548,2,1,2,0,72.226186,73.049977
7,384,550,5,48,16,1,3,2.700142,1,1,16,1,97.180364,97.979013
379,28562,35850,217,49,99,1,66,7.618914,1,0,10,0,72.12125,71.628558
379,28562,35782,235,51,162,1,66,7.619507,2,0,0,0,72.221172,71.628558
382,28672,35964,218,49,99,1,67,7.626866,1,16,753,16,72.120555,71.328344
382,28672,35896,236,51,164,1,67,7.627464,2,18,1097,8,72.221172,71.328344
382,28672,35964,218,49,99,1,67,7.626866,1,0,0,0,72.12125,71.328344
382,28683,35901,236,51,164,1,67,7.626598,2,0,0,0,72.221172,71.328344
381,28680,35962,219,49,104,1,67,7.62505,1,1,132,1,72.12125,71.22708
381,28566,35976,235,51,154,1,66,7.625177,2,2,755,1,72.115665,71.455399
381,27484,35000,215,49,117,1,66,7.644888,1,0,0,0,72.141074,71.696345
377,27345,34773,232,51,152,1,66,7.632542,2,1,71,1,72.135489,71.696345
377,27345,34833,216,49,120,1,66,7.631968,1,0,0,0,72.141074,71.696345
377,27255,34855,232,51,152,1,66,7.632708,2,5,442,5,72.135489,71.696345
377,27229,34967,216,49,123,1,66,7.631831,1,3,223,3,72.141074,71.696345
377,27229,34907,232,51,152,1,66,7.632393,2,10,709,5,72.135489,71.696345
207,31076,31076,173,15,654,1,45,7.163916,2,6,248,4,74.496123,72.829132
4,524,524,4,1,0,1,2,1.790415,1,73,4440,16,95.353193,94.294941
4,172,198,2,32,194,1,3,1.825667,2,2,108,2,97.19772,96.272366
2,27,27,2,19,104,1,2,0.380947,2,3,48,1,97.554561,95.846477
1,24,24,1,1,0,1,1,0,1,0,9,0,98.758322,97.734807
14,574,820,4,48,177,1,5,3.263123,2,28,1273,24,96.867844,97.616345
314,1679,29683,92,49,249,1,40,7.196816,1,3,243,3,78.773878,77.731837
314,2131,29759,113,54,648,1,40,7.206322,2,115,6139,66,76.819689,77.731837
314,1664,29914,110,49,253,1,40,7.211533,1,0,0,0,77.670908,77.731837
314,2131,29759,113,54,650,1,40,7.206322,2,22,755,11,77.690223,77.731837
314,1637,29881,110,49,255,1,40,7.20835,1,0,163,1,77.684623,77.731837
314,2129,29769,113,54,649,1,40,7.206565,2,1,11,0,77.691605,77.731837
314,1638,29882,110,49,253,1,40,7.208376,1,21,365,2,77.683241,77.731837
315,2109,29893,113,54,629,1,40,7.221156,2,15,792,10,77.693191,77.731837
315,1610,30026,110,49,252,1,40,7.224109,1,1,4,0,77.684623,78.063794
315,2104,29906,113,54,626,1,40,7.222177,2,3,562,3,77.693191,78.063794
332,1282,33242,123,49,229,1,42,7.346262,1,7,237,3,77.489014,77.09713
332,788,33140,129,54,595,1,42,7.344309,2,0,589,0,77.681632,77.09713
5,5,45,0,33,269,1,1,2.276872,4,42,2419,24,97.441761,96.121593
345,3905,35965,125,49,222,1,42,7.429615,1,2,52,2,76.902521,76.603206
347,3905,35965,155,57,561,1,42,7.439436,2,0,0,0,76.20781,76.603206
351,4229,36869,153,49,218,1,42,7.448986,1,0,0,0,76.167253,76.202532
351,4229,36803,160,57,571,1,42,7.451041,2,3,154,2,76.155405,76.202532
352,4216,36962,154,49,224,1,42,7.449144,1,0,0,0,76.16499,76.200101
355,4569,37285,163,57,575,1,42,7.465877,2,0,0,0,76.14298,75.931521
355,4573,37363,156,49,213,1,42,7.465906,1,12,1517,10,76.267367,75.931521
355,4593,37277,163,57,568,1,42,7.467962,2,4,289,3,76.142563,75.931521
355,4570,37342,156,49,233,1,42,7.465002,1,12,1072,3,76.157236,75.953815
355,4582,37262,163,57,568,1,42,7.464902,2,19,1126,12,76.142563,75.953815
355,4589,37373,155,49,233,1,42,7.463927,1,0,8,0,76.142922,75.953815
355,4589,37281,163,57,568,1,42,7.464703,2,1,26,0,76.142563,75.953815
355,4577,37361,154,49,233,1,42,7.463779,1,0,7,0,76.142922,75.953815
355,4573,37265,163,57,568,1,42,7.464266,2,1,19,1,76.142563,75.953815
355,4573,37355,156,50,236,1,42,7.463605,1,0,2,0,76.14334,75.953815
355,4573,37265,163,57,568,1,42,7.464266,2,3,102,1,76.142563,75.953815
355,4655,37437,155,50,239,1,42,7.46199,1,0,0,0,76.160088,75.953815
355,4671,37373,163,57,567,1,42,7.462468,2,9,167,1,76.142563,75.953815
357,4903,37699,157,50,238,1,42,7.474416,1,6,478,1,76.157236,76.133652
357,4949,37655,165,57,535,1,42,7.474845,2,3,78,3,75.73163,76.133652
358,5312,38144,156,50,246,1,42,7.466753,1,0,0,0,76.148167,76.522593
358,5314,38052,165,57,536,1,42,7.467012,2,1,39,0,75.73163,76.522593
358,5314,38142,158,50,248,1,42,7.466428,1,0,0,0,76.148167,76.522593
358,5296,38070,165,57,536,1,42,7.466467,2,6,270,2,75.73163,76.522593
359,5252,38280,159,50,264,1,42,7.472229,1,2,233,1,76.147749,76.402321
8,417,439,2,39,1200,1,4,1.177509,4,41,1386,40,95.501959,94.349404
13,0,0,13,1,0,1,6,0,1,9,205,7,91.776706,93.759287
90,0,4,89,1,0,1,17,0,1,0,0,0,77.889892,87.648054
40,0,0,40,1,0,1,4,0,1,0,0,0,91.453466,95.310391
355,0,0,355,1,0,4,23,0,1,0,24,0,44.993087,43.182727
146,0,0,146,1,0,1,8,0,1,0,0,0,65.882141,73.195458
23,48,908,0,44,448,1,3,2.891217,4,5,232,3,94.865534,94.396769
8,41,553,1,44,136,1,3,2.589994,2,2,14,0,96.151479,95.30777
78,2420,4420,30,53,415,1,14,4.465434,4,1,105,1,95.576137,95.835305
81,2408,4458,11,55,704,1,15,4.501966,4,3,157,2,95.598674,95.835305
78,2420,4420,30,54,415,1,14,4.465434,4,14,643,8,95.616775,95.835305
78,2427,4445,10,55,736,1,14,4.472364,4,1,11,0,95.61863,95.835305
78,2417,4419,30,55,412,1,14,4.464879,4,0,4,0,95.60282,95.835305
79,2429,4619,10,56,718,1,15,4.527975,4,0,76,0,95.596491,95.835305
78,2417,4419,30,55,412,1,14,4.464879,4,37,2061,23,95.265696,95.835305
78,2416,4426,10,56,736,1,14,4.46587,4,3,312,3,95.605229,95.835305
78,2417,4419,30,55,411,1,14,4.464879,4,1,179,0,95.589635,95.835305
78,2417,4423,10,56,736,1,14,4.46406,4,4,965,3,95.598783,95.835305
78,2417,4419,30,55,411,1,14,4.464879,4,0,0,0,95.60282,95.835305
78,2417,4423,10,56,736,1,14,4.46406,4,0,0,0,95.60875,95.835305
78,2417,4419,30,55,411,1,14,4.464879,4,0,5,0,95.60282,95.835305
78,2440,4542,10,56,736,1,14,4.498292,4,0,20,0,95.595886,95.835305
78,2440,4536,30,55,411,1,14,4.498892,4,0,0,0,95.617567,95.835305
83,3819,5935,13,56,737,1,14,4.743647,4,15,587,13,95.106918,94.976526
88,3827,6459,31,55,457,1,14,4.957075,4,0,6,0,95.000069,94.976526
88,3827,6465,16,56,724,1,14,4.956573,4,0,1,0,95.066395,94.976526
88,3827,6459,31,55,457,1,14,4.957075,4,0,30,0,95.000069,94.976526
112,3898,6926,18,56,726,1,15,5.116467,4,4,482,2,95.034819,94.882629
119,3775,7403,44,55,525,1,15,5.230812,4,22,808,10,94.935003,94.882629
119,3753,7277,19,56,669,1,15,5.221029,4,0,10,0,95.089042,94.882629
124,3827,7429,45,55,521,1,15,5.26581,4,0,0,0,94.995991,94.783835
123,3810,7374,20,56,647,1,15,5.267828,4,12,344,0,95.096161,94.783835
124,3943,7535,46,55,519,1,15,5.3007,4,7,359,3,94.956409,94.603473
124,3807,7393,20,56,645,1,15,5.270197,4,0,2,0,95.09272,94.7985
2,100,120,1,10,52,1,2,0.934068,1,0,0,0,98.157656,97.729258
124,3807,7377,45,55,519,1,15,5.271044,4,0,0,0,95.060432,94.426094
124,3743,7447,20,56,644,1,15,5.280052,4,0,0,0,95.067588,94.299876
124,3852,7320,45,55,522,1,15,5.255908,4,0,8968,0,94.850689,94.345852
124,3840,7334,20,56,644,1,15,5.248527,4,0,0,0,95.09272,95.163343
124,3840,7320,45,55,520,1,15,5.250042,4,0,9,0,95.060432,95.163343
124,3826,7314,20,56,644,1,15,5.249293,4,2,1312,2,95.09946,95.163343
128,3963,7439,48,55,532,1,15,5.306865,4,0,102,0,95.001746,95.082662
124,3826,7314,20,56,644,1,15,5.249293,4,12,408,6,95.102161,95.171537
124,3843,7317,45,55,520,1,15,5.261502,4,0,0,0,95.060432,95.171537
124,3826,7314,20,56,645,1,15,5.249293,4,0,91,0,95.09272,95.171537
